,crossword_date,answers,clues,crossword_year,day_of_week
443618,2022-03-16,INSTA,"Pic-sharing app, informally",2022,Wednesday
444773,2022-03-30,TRANK,"Sedative in a blowgun dart, informally",2022,Wednesday
445191,2022-04-04,DIS,"Insult, informally",2022,Monday
445144,2022-04-03,MITTS,"Hands, in slang",2022,Sunday
445067,2022-04-03,DOCS,"Nonfiction films, informally",2022,Sunday
444398,2022-03-26,LOOIE,"West Point grad, informally",2022,Saturday
444483,2022-03-27,NOB,"Head, in slang",2022,Sunday
444673,2022-03-29,STRAD,"Valuable violin, informally",2022,Tuesday
444743,2022-03-30,STOLI,"Vodka brand, informally",2022,Wednesday
444531,2022-03-27,AMMO,"Contents of some belts, informally",2022,Sunday
441949,2022-02-24,BEGATHON,"Shameless fund-raising drive, informally",2022,Thursday
441858,2022-02-23,MAV,"Dallas player, informally",2022,Wednesday
442181,2022-02-27,APPS,"First courses, informally",2022,Sunday
442061,2022-02-26,SLAY,"Do amazingly, in slang",2022,Saturday
442067,2022-02-26,SALTY,"Annoyed, in slang",2022,Saturday
441480,2022-02-19,SIGEP,"First national fraternity to officially welcome transgender members (2014), informally",2022,Saturday
441538,2022-02-20,FEDS,"Graduates of Quantico, informally",2022,Sunday
441328,2022-02-17,ALFA,"Italian car, informally",2022,Thursday
441340,2022-02-17,BAE,"Sweetheart, in modern lingo",2022,Thursday
441342,2022-02-17,REN,"___ Faire (historical festival, informally)",2022,Thursday
441421,2022-02-18,TEA,"Latest gossip, in modern lingo",2022,Friday
441382,2022-02-17,PITT,"A.C.C. team, informally",2022,Thursday
441712,2022-02-21,ALUM,"School reunion attendee, informally",2022,Monday
441600,2022-02-20,INDY,"Annual Memorial Day race, informally",2022,Sunday
441623,2022-02-20,TOTES,"Completely, in slang",2022,Sunday
443011,2022-03-09,MIA,"Nowhere to be found, informally",2022,Wednesday
442798,2022-03-06,TOEBEAN,"Pink pad on a paw, in slang",2022,Sunday
442820,2022-03-06,ERG,"Rowing machine, informally",2022,Sunday
442909,2022-03-08,BOGIE,"Bacall's partner in a classic Hollywood romance, informally",2022,Tuesday
443171,2022-03-11,SVU,"Show on which Mariska Hargitay stars as Olivia Benson, informally",2022,Friday
443075,2022-03-10,GAYLIB,"Movement that began with Stonewall, informally",2022,Thursday
443071,2022-03-10,HOSER,"Dummy, in Canadian slang",2022,Thursday
443048,2022-03-09,PHAT,"Cool, in old slang",2022,Wednesday
443061,2022-03-10,ADBIZ,"""Mad Men"" milieu, informally",2022,Thursday
442795,2022-03-06,GLOWUP,"Age beautifully, informally",2022,Sunday
443158,2022-03-11,RONA,"Scourge of the 2020s, colloquially",2022,Friday
443134,2022-03-10,JLO,"""Hustlers"" co-star, informally",2022,Thursday
443123,2022-03-10,COPS,"Steals, slangily",2022,Thursday
442445,2022-03-02,DJS,"Club workers, informally",2022,Wednesday
442531,2022-03-03,SESH,"Meeting, informally",2022,Thursday
442345,2022-03-01,ALUMS,"Reunion attendees, informally",2022,Tuesday
442396,2022-03-01,BRB,"""Hang on a sec,"" in texts",2022,Tuesday
442629,2022-03-04,ALTS,"Secondary social media accounts, informally",2022,Friday
